timestamp|location|temperature|observatory
2017-10-20T09:11|-62.41;68.2|257.83|FR
2017-10-20T09:11|-102.9;5.48|106.36|US
2017-10-20T09:11|133.3;85.17|281.33|NZ
2017-10-20T09:11|45.61;72.45|95.37|US
2017-10-20T09:11|169.64;81.5|280.36|NZ
2017-10-20T09:11|61.01;55.92|312.27|NZ
2017-10-20T09:11|64.9;67.19|18.85|AU
2017-10-20T09:11|44.44;49.75|-0.16|AU
2017-10-20T09:11|-17.86;49.75|2.96|US
2017-10-20T09:11|-78.58;70.32|289.27|NZ
2017-10-20T09:11|-147.82;86.32|275.15|FR
2017-10-20T09:11|-0.88;73.84|63.64|US
2017-10-20T09:11|78.72;38.36|252.54|BE
2017-10-20T09:11|5.06;2.59|301.49|BE
2017-10-20T09:11|0.83;81.05|309.33|FR
2017-10-20T09:11|129.97;74.71|109.99|US
2017-10-20T09:11|-133.71;37.97|2.6|AU
2017-10-20T09:11|119.95;74.41|292.58|BE
2017-10-20T09:11|137.46;22.88|268.95|FR
2017-10-20T09:11|158.32;68.65|280.74|FR
2017-10-20T09:11|-126.2;45.75|312.49|FR
2017-10-20T09:11|100.22;79.17|282.5|BE
2017-10-20T09:11|-18.3;29.88|293.18|NZ
2017-10-20T09:11|-44.61;38.86|285.53|CA
2017-10-20T09:11|66.89;47.27|258.83|BE
2017-10-20T09:11|1.62;81.37|300.64|NZ
2017-10-20T09:11|-89.26;9.46|299|FR
2017-10-20T09:11|114.91;10.36|273.64|NZ
2017-10-20T09:11|-36.37;80.31|284.66|NZ
2017-10-20T09:11|-69.09;47.93|271.44|CA
2017-10-20T09:11|-118.11;59.84|262.54|NZ
2017-10-20T09:11|157.47;65.54|319.75|FR
2017-10-20T09:11|96.7;71.81|58.69|US
2017-10-20T09:11|-65.12;30.17|115.24|US
2017-10-20T09:11|-31.61;79.62|255.03|NZ
2017-10-20T09:11|-0.74;62.92|319.97|CA
2017-10-20T09:11|-12.32;21.13|298.37|BE
2017-10-20T09:11|37.17;10.64|-8.2|AU
2017-10-20T09:11|-9.18;84.52|35.75|US
2017-10-20T09:11|-2.67;87.2|269.29|BE
2017-10-20T09:11|83.91;66.06|276.27|CA
2017-10-20T09:11|-156.23;12.36|313.13|CA
2017-10-20T09:11|-24.12;22.83|275.22|BE
2017-10-20T09:11|126.96;74.94|30.6|US
2017-10-20T09:11|-66.52;79.6|287.66|FR
2017-10-20T09:11|143.98;37.17|265.83|FR
2017-10-20T09:11|112.59;44.56|265.83|CA
2017-10-20T09:11|-84.05;62.02|284.93|FR
2017-10-20T09:11|-98.69;65.14|263.53|CA
2017-10-20T09:11|-160.25;23.04|-14.67|AU
2017-10-20T09:11|-111.85;3.87|254.98|NZ
2017-10-20T09:11|50.24;59.41|258.59|CA
2017-10-20T09:11|97.9;54.31|303.52|FR
2017-10-20T09:11|-25.5;18.03|112.39|US
2017-10-20T09:11|-87.39;45.31|70.11|US
2017-10-20T09:11|73.95;57.76|301.95|NZ
2017-10-20T09:11|154.91;63.99|1.62|AU
2017-10-20T09:11|-80.81;60.47|281.6|FR
2017-10-20T09:11|3.04;19.39|112.82|US
2017-10-20T09:11|-20.59;14.87|253.21|BE
2017-10-20T09:11|61.97;60.65|264.7|NZ
2017-10-20T09:11|-146.55;28.02|-2.16|AU
2017-10-20T09:11|-78.31;51.18|258.7|BE
2017-10-20T09:11|-28.37;1.16|276.29|FR
2017-10-20T09:11|102.61;33.93|268.97|BE
2017-10-20T09:11|-121.81;20.54|-15.07|AU
2017-10-20T09:11|-51.78;74.75|279.25|BE
2017-10-20T09:11|-48.65;2.1|319.2|BE
2017-10-20T09:11|98.18;69.16|22.76|US
2017-10-20T09:11|74.33;15.56|277.27|BE
2017-10-20T09:11|-126.22;30.48|302.41|NZ
2017-10-20T09:11|-169.82;71.4|279.4|NZ
2017-10-20T09:11|-83.28;7.8|318.62|FR
2017-10-20T09:11|144.92;11.59|305.61|CA
2017-10-20T09:11|12.49;58.48|319.46|NZ
2017-10-20T09:11|-18.35;61.44|283.37|NZ
2017-10-20T09:11|72.52;72.08|47.57|US
2017-10-20T09:11|-46.18;64.3|116.54|US
2017-10-20T09:11|176.47;72.76|301.72|BE
2017-10-20T09:11|70.76;80.17|301.81|CA
2017-10-20T09:11|143.88;83.85|282.41|NZ
2017-10-20T09:11|40.55;55.29|42.82|AU
2017-10-20T09:11|146.35;30.53|100.15|US
2017-10-20T09:11|-151.88;23.82|254.19|BE
2017-10-20T09:11|-97.45;62.79|295.42|BE
2017-10-20T09:11|-150.73;0.72|255.77|BE
2017-10-20T09:11|-103.76;58.59|310.96|CA
2017-10-20T09:11|-72.2;34.27|265.05|CA
2017-10-20T09:11|49.94;17.78|305.74|FR
2017-10-20T09:11|91.64;9.34|322.7|FR
2017-10-20T09:11|-127.9;67.59|273.64|FR
2017-10-20T09:11|-157.43;83.07|292.94|FR
2017-10-20T09:11|-98.38;1.01|2.26|AU
2017-10-20T09:11|46.73;46.16|255.27|CA
2017-10-20T09:11|-93.17;28.83|-3.91|AU
2017-10-20T09:11|127.14;48.71|280.47|NZ
2017-10-20T09:11|-41.07;22.11|294.77|NZ
2017-10-20T09:11|164.83;5.44|11.18|AU
2017-10-20T09:11|-34.07;71.98|64.68|US
2017-10-20T09:11|-94.09;26.92|5.94|AU
2017-10-20T09:11|31.75;43.72|288.55|BE
2017-10-20T09:11|66.21;85.01|316.58|CA
2017-10-20T09:11|174.94;69.16|319.84|BE
2017-10-20T09:11|-39.03;45.55|20.9|AU
2017-10-20T09:11|74.92;10.05|269|NZ
2017-10-20T09:11|156.87;2.34|281.69|FR
2017-10-20T09:11|-153.96;81.39|-8.75|AU
2017-10-20T09:11|-86.25;8.88|60.76|US
2017-10-20T09:11|-34.92;5.45|13.33|US
2017-10-20T09:11|-27.71;17.05|262.38|BE
2017-10-20T09:11|-114.49;83.36|279.04|BE
2017-10-20T09:11|138.03;26.93|299.17|BE
2017-10-20T09:11|31.49;81.92|288.48|CA
2017-10-20T09:11|0.39;48.59|40.83|AU
2017-10-20T09:11|131.5;57.24|288.93|FR
2017-10-20T09:11|-43.45;30.03|261.65|BE
2017-10-20T09:11|101;48.87|307.75|FR
2017-10-20T09:11|-82.69;35.5|301.85|FR
2017-10-20T09:11|-89.96;61.54|266.64|NZ
2017-10-20T09:11|-143.85;88.15|321.6|BE
2017-10-20T09:11|37.55;28.43|298.31|CA
2017-10-20T09:11|-108.88;20.58|252.35|BE
2017-10-20T09:11|103.86;37.61|37.84|US
2017-10-20T09:11|65.63;14.76|251.42|CA
2017-10-20T09:11|-67.01;81.29|26.29|AU
2017-10-20T09:11|90.43;59.47|47.05|AU
2017-10-20T09:11|107.55;13.08|267.75|CA
2017-10-20T09:11|30.19;14.32|309.2|FR
2017-10-20T09:11|131.54;4.91|293.54|CA
2017-10-20T09:11|-70.25;78.21|320.32|CA
2017-10-20T09:11|75.46;88.53|272.8|CA
2017-10-20T09:11|-12.72;3.55|0.71|US
2017-10-20T09:11|-86;26.25|267.79|CA
2017-10-20T09:11|-10.66;29.16|285.01|NZ
2017-10-20T09:11|-94.32;19.13|47.5|US
2017-10-20T09:11|23.13;1.67|282.35|NZ
2017-10-20T09:11|74.21;28.48|254.65|NZ
2017-10-20T09:11|2.69;73.32|256.08|CA
2017-10-20T09:11|154.59;34.75|321.29|CA
2017-10-20T09:11|64.56;34.26|-13.04|AU
2017-10-20T09:11|54.65;69.28|2.18|AU
2017-10-20T09:11|-108.99;45.6|265.33|NZ
2017-10-20T09:11|170.85;74.58|43.06|AU
2017-10-20T09:11|45.4;55.91|298.32|FR
2017-10-20T09:11|158.42;13.54|90.08|US
2017-10-20T09:11|-70.41;89.79|85.63|US
2017-10-20T09:11|89.83;88.84|311.4|FR
2017-10-20T09:11|-137.48;26.1|291.43|CA
2017-10-20T09:11|14.62;68.2|296.18|NZ
2017-10-20T09:11|-37.72;31.84|290.26|NZ
2017-10-20T09:11|137.34;29.26|276.15|NZ
2017-10-20T09:11|142.82;21.49|56.26|US
2017-10-20T09:11|-65.3;59.24|20.48|AU
2017-10-20T09:11|-143.51;77.09|306.2|NZ
2017-10-20T09:11|49.14;13|318.76|FR
2017-10-20T09:11|63.89;7.5|259.99|FR
2017-10-20T09:11|-165.39;85.75|263.51|CA
2017-10-20T09:11|-38.76;14.28|18.11|AU
2017-10-20T09:11|91.71;62.79|259.82|FR
2017-10-20T09:11|-106.37;45.66|2.3|US
2017-10-20T09:11|106.65;57.07|274.5|BE
2017-10-20T09:11|-139.37;87.69|9.91|AU
2017-10-20T09:11|111.59;35.9|46.35|AU
2017-10-20T09:11|-38.92;35.07|312.61|CA
2017-10-20T09:11|-65.86;18.62|311.2|BE
2017-10-20T09:11|176.63;89.52|28.64|AU
2017-10-20T09:11|39.55;78.72|252.67|NZ
2017-10-20T09:11|-11.73;5.3|-10.32|AU
2017-10-20T09:11|37.77;88.46|311.94|BE
2017-10-20T09:11|-22.88;16.91|296.72|BE
2017-10-20T09:11|-87.31;16.17|307.32|CA
2017-10-20T09:11|42.01;30.87|301.45|CA
2017-10-20T09:11|119.49;17.15|40.88|US
2017-10-20T09:11|69.19;26.19|2.81|US
2017-10-20T09:11|146.24;24.47|106.18|US
2017-10-20T09:11|-8.76;59.77|66.21|US
2017-10-20T09:11|54.24;3.73|317.33|BE
2017-10-20T09:11|-113.52;33.05|261.43|FR
2017-10-20T09:11|122.47;75.53|292.41|CA
2017-10-20T09:11|144.08;33.84|319.6|NZ
2017-10-20T09:11|-20.83;43.99|44.54|AU
2017-10-20T09:11|154.76;58.93|278.51|CA
2017-10-20T09:11|132.75;42.74|111.65|US
2017-10-20T09:11|-130.73;6.93|275.19|NZ
2017-10-20T09:11|-3.81;57.17|286.82|NZ
2017-10-20T09:11|-145.78;41.79|95.7|US
2017-10-20T09:11|-86.14;23.01|282.68|FR
2017-10-20T09:11|89.24;80.58|308.02|FR
2017-10-20T09:11|47.43;51.99|314.57|NZ
2017-10-20T09:11|27.91;38.99|4.36|US
2017-10-20T09:11|-177.61;81.99|254.61|FR
2017-10-20T09:11|109.02;6.29|-7.96|AU
2017-10-20T09:11|144.09;81.06|108.92|US
2017-10-20T09:11|41.18;42.94|45.7|US
2017-10-20T09:11|92.86;54.1|-3.09|AU
2017-10-20T09:11|-65.56;67.93|101.21|US
2017-10-20T09:11|-21.18;2.12|52.72|US
2017-10-20T09:11|-1.61;11.05|-13.44|AU
2017-10-20T09:11|-8.45;44.25|310.03|CA
2017-10-20T09:11|-31.49;52.91|318.01|NZ
2017-10-20T09:11|123.32;34.4|285.56|FR
2017-10-20T09:11|96.89;18.14|252.08|CA
2017-10-20T09:11|133.24;34.56|23.31|AU
2017-10-20T09:11|123.47;60.46|282.34|NZ
2017-10-20T09:11|126.45;69.12|309.12|NZ
2017-10-20T09:11|-116.52;53.15|319.33|BE
2017-10-20T09:11|-16.12;11.44|291.42|NZ
2017-10-20T09:11|38.75;12.3|270.21|CA
2017-10-20T09:11|177.39;28.59|285.18|CA
2017-10-20T09:11|-154.82;33.16|273.31|NZ
2017-10-20T09:11|-56.88;64.12|284.43|BE
2017-10-20T09:11|-112.95;23.67|299.91|CA
2017-10-20T09:11|17.82;57.19|313.71|CA
2017-10-20T09:11|18.72;57.66|268.8|NZ
2017-10-20T09:11|-27.3;84.65|317.18|FR
2017-10-20T09:11|-135.98;85.03|284.07|FR
2017-10-20T09:11|-25.44;48.2|100.36|US
2017-10-20T09:11|75.22;55.63|319.26|NZ
2017-10-20T09:11|24.43;20.23|303.18|NZ
2017-10-20T09:11|-165.22;52.82|277.2|BE
2017-10-20T09:11|-90.89;12.33|290.91|NZ
2017-10-20T09:11|-53.72;88.34|52.65|US
2017-10-20T09:11|-13.07;20.38|316.45|BE
2017-10-20T09:11|-25.76;28.39|301.22|BE
2017-10-20T09:11|-29.76;19.43|274.05|CA
2017-10-20T09:11|-2.87;51.44|42.39|US
2017-10-20T09:11|114.53;25.32|103.26|US
2017-10-20T09:11|-87.6;62.8|282.2|BE
2017-10-20T09:11|-6.43;71.22|264.14|BE
2017-10-20T09:11|47.77;86.96|259.38|BE
2017-10-20T09:11|5.47;22.74|275.79|CA
2017-10-20T09:11|13.88;11.04|34.98|AU
2017-10-20T09:11|-71.01;39.51|320.3|NZ
2017-10-20T09:11|-68.42;62.69|288.25|FR
2017-10-20T09:11|-0.84;81.94|299.69|CA
2017-10-20T09:11|-107.36;67.38|291.87|FR
2017-10-20T09:11|-78.68;14.8|252.77|NZ
2017-10-20T09:11|-97.19;53.65|108.16|US
2017-10-20T09:11|-21.48;86.63|300.21|BE
2017-10-20T09:11|-156.5;41.64|254.1|CA
2017-10-20T09:11|-17.12;11.51|17.53|US
2017-10-20T09:11|-70.4;43.78|318.54|CA
2017-10-20T09:11|-3.87;50.01|317.69|BE
2017-10-20T09:11|-22.43;54.3|311.76|BE
2017-10-20T09:11|-140.59;77.84|278.05|NZ
2017-10-20T09:11|108.81;50.08|253.57|FR
2017-10-20T09:11|-168.66;49.4|313.57|CA
2017-10-20T09:11|13.35;26.83|116.76|US
2017-10-20T09:11|-178.23;7.9|280.9|CA
2017-10-20T09:11|-60.61;79.51|316.63|FR
2017-10-20T09:11|-6.01;35|283.92|CA
2017-10-20T09:11|-102.58;12.48|256.59|BE
2017-10-20T09:11|-43.71;9.23|109.72|US
2017-10-20T09:11|42.24;31.54|269.99|NZ
2017-10-20T09:11|-1.57;15.79|280.41|FR
2017-10-20T09:11|-10.43;66.41|303.18|BE
2017-10-20T09:11|-30.86;19.15|0.08|US
2017-10-20T09:11|-146.7;24.43|252.28|BE
2017-10-20T09:11|36.32;54.85|285.1|NZ
2017-10-20T09:11|-124.13;32.57|311.8|FR
2017-10-20T09:11|176.12;4.37|274.96|BE
2017-10-20T09:11|-33.61;62.45|288.07|CA
2017-10-20T09:11|138.12;35.94|42.05|AU
2017-10-20T09:11|-42.21;85.32|82.37|US
2017-10-20T09:11|168.72;30.49|292.85|FR
2017-10-20T09:11|82.95;72.86|285.9|NZ
2017-10-20T09:11|32.84;18.91|106.95|US
2017-10-20T09:11|80.59;57.16|18.59|AU
2017-10-20T09:11|-171.65;44.23|251.38|CA
2017-10-20T09:11|-7.66;28.78|12.37|AU
2017-10-20T09:11|-26.84;18.61|295.18|BE
2017-10-20T09:11|-22.1;2.76|321.32|CA
2017-10-20T09:11|27.02;61.5|261.35|FR
2017-10-20T09:11|92.96;51.63|257.49|CA
2017-10-20T09:11|-98.13;40.41|270.43|BE
2017-10-20T09:11|102.79;54.85|307.65|CA
2017-10-20T09:11|-16.52;0.44|277.76|NZ
2017-10-20T09:11|-174.13;69.29|298.99|NZ
2017-10-20T09:11|149.51;54.2|9.44|AU
2017-10-20T09:11|-25.01;75.22|319.25|FR
2017-10-20T09:11|58.77;62.9|82.82|US
2017-10-20T09:11|164.09;55.16|257.23|CA
2017-10-20T09:11|-20.35;13.14|28.73|AU
2017-10-20T09:11|168.58;53.71|264.47|BE
2017-10-20T09:11|3.56;9.83|322.67|FR
2017-10-20T09:11|-139.33;66.64|257.35|NZ
2017-10-20T09:11|81.24;17.97|96.33|US
2017-10-20T09:11|83.5;82.23|49.56|US
2017-10-20T09:11|-155.1;87.99|283.5|BE
2017-10-20T09:11|-63.23;50.05|18.23|US
2017-10-20T09:11|-110.14;84.09|12.95|US
2017-10-20T09:11|-87.92;82.49|21.49|US
2017-10-20T09:11|111.13;85.13|269.87|NZ
2017-10-20T09:11|-19.23;10.72|301.21|NZ
2017-10-20T09:11|-128.25;8.39|320.86|FR
2017-10-20T09:11|-166.2;20.56|-0.94|AU
2017-10-20T09:11|105.29;7.15|259.18|BE
2017-10-20T09:11|78.9;64.02|278.42|BE
2017-10-20T09:11|-163.6;87.8|97.03|US
2017-10-20T09:11|-30.83;41.6|267.19|NZ
2017-10-20T09:11|162.11;86.08|309.39|BE
2017-10-20T09:11|-84.17;57.29|93.95|US
2017-10-20T09:11|-62.68;69.38|274.65|BE
2017-10-20T09:11|18.49;14.44|286.15|FR
2017-10-20T09:11|70.19;50.56|283.25|FR
2017-10-20T09:11|169.34;70.04|259.1|NZ
2017-10-20T09:11|-146.84;25.47|303.46|FR
2017-10-20T09:11|-176.62;76.94|270.03|BE
2017-10-20T09:11|112.67;20.49|19.1|AU
2017-10-20T09:11|100.07;54.37|20.79|US
2017-10-20T09:11|-126.48;38.6|-4.91|US
2017-10-20T09:11|-147.37;82.77|41.01|AU
2017-10-20T09:11|-41.31;66.56|103.21|US
2017-10-20T09:11|64.99;54.93|293.21|CA
2017-10-20T09:11|-167.82;10.83|49.22|AU
2017-10-20T09:11|-14.9;61.97|293.69|NZ
2017-10-20T09:11|115.79;66.52|10.42|AU
2017-10-20T09:11|-113.12;85.63|-1.22|US
2017-10-20T09:11|88.44;58.84|313.32|BE
2017-10-20T09:11|-155.01;52.75|14.7|AU
2017-10-20T09:11|-122.55;88.63|313.06|NZ
2017-10-20T09:11|-84.63;6.81|286.79|CA
2017-10-20T09:11|-137.18;89.28|294.81|NZ
2017-10-20T09:11|142.93;19.69|14.26|US
2017-10-20T09:11|-64.7;40.71|0.86|AU
2017-10-20T09:11|-168.42;20.1|-17.02|AU
2017-10-20T09:11|135.76;1.59|301.63|CA
2017-10-20T09:11|171.23;34.35|20.97|AU
2017-10-20T09:11|148.82;86.47|305.19|FR
2017-10-20T09:11|132.7;33.51|263.4|BE
2017-10-20T09:11|-98.62;72.25|251.78|FR
2017-10-20T09:11|-105.7;47.61|312.76|CA
2017-10-20T09:11|63.85;70.7|301.95|NZ
2017-10-20T09:11|118.51;10.18|310.01|BE
2017-10-20T09:11|-79.2;87.05|276.31|NZ
2017-10-20T09:11|45.22;0.16|270.34|CA
2017-10-20T09:11|-31.34;82.11|266.26|FR
2017-10-20T09:11|-57.05;19.93|272.21|BE
2017-10-20T09:11|93.81;66.29|305.25|FR
2017-10-20T09:11|55.68;13.21|95.38|US
2017-10-20T09:11|-31.32;78.82|271.42|BE
2017-10-20T09:11|136.57;21.48|274.74|NZ
2017-10-20T09:11|-20.67;1.47|26.68|US
2017-10-20T09:11|117.06;86.38|296.47|CA
2017-10-20T09:11|159.1;25.46|290.51|CA
2017-10-20T09:11|-85.25;9.67|260.19|CA
2017-10-20T09:11|111.77;55.01|292.29|CA
2017-10-20T09:11|-139.64;48.81|260.21|BE
2017-10-20T09:11|-50.01;17.13|8.08|AU
2017-10-20T09:11|-34.22;62.73|8.9|AU
2017-10-20T09:11|-134.02;69.75|293.57|CA
2017-10-20T09:11|-133.81;67.76|24.26|AU
2017-10-20T09:11|-157.79;46.94|277.37|CA
2017-10-20T09:11|20.59;9.91|24.52|AU
2017-10-20T09:11|-67.86;10.38|272.05|CA
2017-10-20T09:11|-125.43;30.92|251.5|FR
2017-10-20T09:11|-166.01;65.54|270.39|BE
2017-10-20T09:11|-157.47;28.36|-12.49|AU
2017-10-20T09:11|164.38;25.98|277.05|NZ
2017-10-20T09:11|-77.32;17.26|258.99|FR
2017-10-20T09:11|140.14;34.53|-1.07|AU
2017-10-20T09:11|5.29;44.38|312.78|NZ
2017-10-20T09:11|164.07;46.23|277.05|FR
2017-10-20T09:11|-71.98;74|23.82|AU
2017-10-20T09:11|5.71;49.31|305.26|FR
2017-10-20T09:11|-139.38;20.97|299.58|BE
2017-10-20T09:11|57.32;65.88|296.96|FR
2017-10-20T09:11|166.46;30.72|43.61|US
2017-10-20T09:11|119.83;62.44|22.48|US
2017-10-20T09:11|-84.48;77.85|-18.59|AU
2017-10-20T09:11|35.58;66.56|314.7|FR
2017-10-20T09:11|42;1.23|116.93|US
2017-10-20T09:11|-84.27;80.31|30.4|AU
2017-10-20T09:11|61.38;35.06|253.32|NZ
2017-10-20T09:11|-129.49;78.81|272.98|FR
2017-10-20T09:11|108.52;23.53|107|US
2017-10-20T09:11|-43.14;32.86|258.08|NZ
2017-10-20T09:11|-172.4;44.92|39.11|AU
2017-10-20T09:11|-76.97;39.89|290.92|CA
2017-10-20T09:11|-18.46;68.54|276.32|FR
2017-10-20T09:11|-116.98;73.86|316.05|BE
2017-10-20T09:11|49.35;40.55|109.83|US
2017-10-20T09:11|18.24;42.28|86.66|US
2017-10-20T09:11|-32.82;47.3|11.6|AU
2017-10-20T09:11|-118.78;51.06|290.97|NZ
2017-10-20T09:11|105.8;87.72|253.18|NZ
2017-10-20T09:11|-49.83;69.96|41.92|AU
2017-10-20T09:11|101.34;8.87|111.06|US
2017-10-20T09:11|-102.03;62.29|320.38|CA
2017-10-20T09:11|-40.66;63.07|4.28|AU
2017-10-20T09:11|36.31;12.4|276.53|CA
2017-10-20T09:11|10.43;31.05|267.33|BE
2017-10-20T09:11|137.82;89.34|16.22|AU
2017-10-20T09:11|53.38;51.12|109.28|US
2017-10-20T09:11|-113.02;31.16|265.61|CA
2017-10-20T09:11|-164.83;10.8|284|NZ
2017-10-20T09:11|54.54;3.25|46.68|US
2017-10-20T09:11|73.1;9.9|251.19|FR
2017-10-20T09:11|125.21;64.96|304.42|CA
2017-10-20T09:11|99.18;79.97|120.44|US
2017-10-20T09:11|-55.12;20.56|257.06|CA
2017-10-20T09:11|37.23;11.96|276.93|FR
2017-10-20T09:11|93.31;88.16|306.68|FR
2017-10-20T09:11|28.75;1.87|261.8|CA
2017-10-20T09:11|39.12;82.28|319.38|BE
2017-10-20T09:11|8.84;19.19|298.07|NZ
2017-10-20T09:11|-173.93;8.19|309.24|CA
2017-10-20T09:11|88.92;69.59|13.71|AU
2017-10-20T09:11|-61.82;20.36|17.82|US
2017-10-20T09:11|-161.89;45.16|263.2|NZ
2017-10-20T09:11|94.11;46.43|297.91|FR
2017-10-20T09:11|50.02;23.11|318.65|CA
2017-10-20T09:11|77.29;37.15|322.07|FR
2017-10-20T09:11|-95.66;16.62|259.13|CA
2017-10-20T09:11|-8.75;44.73|72.82|US
2017-10-20T09:11|68.41;23.67|280.69|BE
2017-10-20T09:11|137.32;89.68|71.95|US
2017-10-20T09:11|107.87;8.56|300.9|NZ
2017-10-20T09:11|-161.82;57.24|-3.05|AU
2017-10-20T09:11|6.64;32.13|256.16|NZ
2017-10-20T09:11|94.59;57.05|308.72|CA
2017-10-20T09:11|5.84;34.84|273.53|NZ
2017-10-20T09:11|34.18;0.52|38.96|AU
2017-10-20T09:11|-19.71;9.8|95.62|US
2017-10-20T09:11|14.87;7.57|269.58|FR
2017-10-20T09:11|170.99;88.79|262.54|FR
2017-10-20T09:11|150.31;65.99|313.24|BE
2017-10-20T09:11|39.83;88.92|116.72|US
2017-10-20T09:11|168.23;54.7|13.86|US
2017-10-20T09:11|-127.42;74.65|251.47|BE
2017-10-20T09:11|-163.6;38.19|20.55|US
2017-10-20T09:11|139.68;25.7|257.8|FR
2017-10-20T09:11|117.91;7.41|309.36|FR
2017-10-20T09:11|-125.26;84.5|-5.82|US
2017-10-20T09:11|-9.94;38.48|303.28|BE
2017-10-20T09:11|-80.12;27.56|64.98|US
2017-10-20T09:11|-134.46;8.5|255.91|CA
2017-10-20T09:11|93.89;20.82|290.7|CA
2017-10-20T09:11|-92.42;68.16|30.36|AU
2017-10-20T09:11|-14.07;65.15|29.83|AU
2017-10-20T09:11|97.6;68.62|268.3|BE
2017-10-20T09:11|14.31;34.01|252.06|BE
2017-10-20T09:11|-6.57;77.99|267.75|BE
2017-10-20T09:11|-21.44;11.52|251.2|NZ
2017-10-20T09:11|103.2;45.49|80.54|US
2017-10-20T09:11|122.95;0.74|94.3|US
2017-10-20T09:11|89.17;21.76|261.84|FR
2017-10-20T09:11|143.44;47.5|283.19|FR
2017-10-20T09:11|-86.93;61.34|53.09|US
2017-10-20T09:11|171.94;71.86|305.91|NZ
2017-10-20T09:11|-17.9;48.65|303.14|BE
2017-10-20T09:11|-175.25;69.86|319.41|CA
2017-10-20T09:11|-50.78;46.15|301.13|NZ
2017-10-20T09:11|173.16;13.66|21.77|AU
2017-10-20T09:11|74.12;14.13|304.49|NZ
2017-10-20T09:11|142.32;18.95|29.02|AU
2017-10-20T09:11|-34.72;42.67|263.65|NZ
2017-10-20T09:11|-104.67;3.56|313.69|FR
2017-10-20T09:11|58.1;33.4|253.45|BE
2017-10-20T09:11|48.49;41.97|268.53|FR
2017-10-20T09:11|91.91;69.68|51.47|US
2017-10-20T09:11|-165.6;88.37|91.2|US
2017-10-20T09:11|-163.84;50.36|300.13|CA
2017-10-20T09:11|27.98;35.35|304.6|CA
2017-10-20T09:11|148.75;29.04|314.38|NZ
2017-10-20T09:11|25.5;80.5|92.1|US
2017-10-20T09:11|-115.99;31.84|10.47|US
2017-10-20T09:11|-128.62;56.92|-5.28|AU
2017-10-20T09:11|-76.87;50.75|316.08|NZ
2017-10-20T09:11|-37.51;53.91|20.82|US
2017-10-20T09:11|-80.06;65.67|276.9|BE
2017-10-20T09:11|-79.92;11.03|6.34|AU
2017-10-20T09:11|-114.45;42.54|313.26|NZ
2017-10-20T09:11|132.32;81.34|271.67|CA
2017-10-20T09:11|53.47;59.83|318.59|FR
2017-10-20T09:11|-35.47;65.4|275.61|CA
2017-10-20T09:11|163.25;53|299.53|BE
